code_module,code_presentation,id_student,Data analysis,Programming,Maths & statistics,Communication,Domain knowledge,Engagement consistency,gap_severity,final_result
AAA,2013J,63400,0.6109660574412533,0.6109660574412533,0.5013054830287206,0.6135770234986945,0.6109660574412533,0.8511749347258486,0.24651871192341168,Pass
AAA,2013J,65002,0.1566579634464752,0.1566579634464752,0.5013054830287206,0.16449086161879894,0.1566579634464752,0.09138381201044386,2.5561792863359445,Withdrawn
AAA,2013J,70464,0.27154046997389036,0.27154046997389036,0.5013054830287206,0.28720626631853785,0.27154046997389036,0.4490861618798956,1.7311140121845083,Pass
AAA,2013J,71361,0.8825065274151436,0.8825065274151436,0.5013054830287206,0.9007832898172323,0.8825065274151436,0.6840731070496083,0.0986945169712794,Pass
AAA,2013J,74372,0.1671018276762402,0.1671018276762402,0.5013054830287206,0.17754569190600522,0.1671018276762402,0.14882506527415143,2.4543516100957357,Fail
AAA,2013J,75091,0.45430809399477806,0.45430809399477806,0.5013054830287206,0.45691906005221933,0.45430809399477806,0.7467362924281984,0.8621845082680593,Pass
AAA,2013J,77367,0.5430809399477807,0.5430809399477807,0.5013054830287206,0.5587467362924282,0.5430809399477807,0.4908616187989556,0.6031766753698868,Pass
AAA,2013J,91265,0.5326370757180157,0.5326370757180157,0.5013054830287206,0.5848563968668408,0.5326370757180157,0.8746736292428199,0.49926022628372513,Pass
AAA,2013J,94961,0.09530026109660575,0.09530026109660575,0.5013054830287206,0.11096605744125326,0.09530026109660575,0.21409921671018275,2.6710617928633598,Withdrawn
AAA,2013J,98094,0.3681462140992167,0.3681462140992167,0.5013054830287206,0.3394255874673629,0.3681462140992167,0.597911227154047,1.240252393385553,Pass
AAA,2013J,100893,0.5169712793733682,0.5169712793733682,0.5013054830287206,0.5195822454308094,0.5169712793733682,0.49869451697127937,0.7128372497824196,Pass
AAA,2013J,101781,0.6214099216710183,0.6214099216710183,0.5013054830287206,0.6527415143603134,0.6214099216710183,0.7702349869451697,0.19120974760661447,Pass
AAA,2013J,102806,0.762402088772846,0.762402088772846,0.5013054830287206,0.8276762402088773,0.762402088772846,0.9007832898172323,0.0986945169712794,Pass
AAA,2013J,102952,0.7806788511749347,0.7806788511749347,0.5013054830287206,0.7702349869451697,0.7806788511749347,0.44386422976501305,0.2548302872062663,Pass
AAA,2013J,104476,0.8485639686684073,0.8485639686684073,0.5013054830287206,0.8772845953002611,0.8485639686684073,0.7780678851174935,0.0986945169712794,Pass
AAA,2013J,106247,0.1801566579634465,0.1801566579634465,0.5013054830287206,0.18798955613577023,0.1801566579634465,0.0391644908616188,2.5144038294168842,Withdrawn
AAA,2013J,106577,0.2793733681462141,0.2793733681462141,0.5013054830287206,0.24804177545691905,0.2793733681462141,0.29765013054830286,1.8982158398607487,Pass
AAA,2013J,110175,0.42036553524804177,0.42036553524804177,0.5013054830287206,0.412532637075718,0.42036553524804177,0.4046997389033943,1.2036988685813752,Pass
AAA,2013J,111717,0.381201044386423,0.381201044386423,0.5013054830287206,0.3577023498694517,0.381201044386423,0.8537859007832899,1.1807223672758922,Pass
AAA,2013J,113295,0.793733681462141,0.793733681462141,0.5013054830287206,0.8015665796344648,0.793733681462141,0.8825065274151436,0.0986945169712794,Pass
AAA,2013J,114017,0.6370757180156658,0.6370757180156658,0.5013054830287206,0.6057441253263708,0.6370757180156658,0.13315926892950392,0.6893820713664056,Pass
AAA,2013J,114999,0.6057441253263708,0.6057441253263708,0.5013054830287206,0.6579634464751958,0.6057441253263708,0.793733681462141,0.21257615317667544,Pass
AAA,2013J,116541,0.34986945169712796,0.34986945169712796,0.5013054830287206,0.402088772845953,0.34986945169712796,0.6475195822454308,1.230330722367276,Pass
AAA,2013J,116692,0.6971279373368147,0.6971279373368147,0.5013054830287206,0.7023498694516971,0.6971279373368147,0.5143603133159269,0.19865100087032206,Pass
AAA,2013J,118983,0.34203655352480417,0.34203655352480417,0.5013054830287206,0.38642297650130547,0.34203655352480417,0.15404699738903394,1.715448215839861,Pass
AAA,2013J,123044,0.5926892950391645,0.5926892950391645,0.5013054830287206,0.6005221932114883,0.5926892950391645,0.6945169712793734,0.30343777197563127,Pass
AAA,2013J,127582,0.5404699738903395,0.5404699738903395,0.5013054830287206,0.5404699738903395,0.5404699738903395,0.6135770234986945,0.520147954743255,Pass
AAA,2013J,129955,0.3028720626631854,0.3028720626631854,0.5013054830287206,0.37597911227154046,0.3028720626631854,0.3185378590078329,1.6788946910356835,Withdrawn
AAA,2013J,132976,0.4960835509138381,0.4960835509138381,0.5013054830287206,0.4856396866840731,0.4960835509138381,0.3028720626631854,1.00526544821584,Pass
AAA,2013J,134143,0.9686684073107049,0.9686684073107049,0.5013054830287206,0.9765013054830287,0.9686684073107049,0.6057441253263708,0.0986945169712794,Distinction
AAA,2013J,135335,0.02610966057441253,0.02610966057441253,0.5013054830287206,0.02610966057441253,0.02610966057441253,0.057441253263707574,3.1201479547432553,Withdrawn
AAA,2013J,135400,0.13838120104438642,0.13838120104438642,0.5013054830287206,0.14882506527415143,0.13838120104438642,0.195822454308094,2.5222367275892084,Withdrawn
AAA,2013J,137873,0.9242819843342036,0.9242819843342036,0.5013054830287206,0.8903394255874674,0.9242819843342036,0.9608355091383812,0.0986945169712794,Pass
AAA,2013J,141355,0.6292428198433421,0.6292428198433421,0.5013054830287206,0.6475195822454308,0.6292428198433421,0.5926892950391645,0.19590948651000872,Pass
AAA,2013J,141377,0.05613577023498695,0.05613577023498695,0.5013054830287206,0.05613577023498695,0.05613577023498695,0.018276762402088774,3.0392080069625766,Withdrawn
AAA,2013J,142326,0.7232375979112271,0.7232375979112271,0.5013054830287206,0.6788511749347258,0.7232375979112271,0.7154046997389034,0.13651000870322028,Pass
AAA,2013J,144801,0.577023498694517,0.577023498694517,0.5013054830287206,0.5248041775456919,0.577023498694517,0.9425587467362925,0.4261531766753701,Pass
AAA,2013J,145130,0.26631853785900783,0.26631853785900783,0.5013054830287206,0.27154046997389036,0.26631853785900783,0.19321148825065274,2.0183202785030465,Pass
AAA,2013J,146188,0.22193211488250653,0.22193211488250653,0.5013054830287206,0.20887728459530025,0.22193211488250653,0.27676240208877284,2.13059181897302,Fail
AAA,2013J,147756,0.3733681462140992,0.3733681462140992,0.5013054830287206,0.4412532637075718,0.3733681462140992,0.31592689295039167,1.404743255004352,Fail
AAA,2013J,147793,0.06527415143603134,0.06527415143603134,0.5013054830287206,0.0731070496083551,0.06527415143603134,0.031331592689295036,2.9817667536988686,Withdrawn
AAA,2013J,148993,0.2558746736292428,0.2558746736292428,0.5013054830287206,0.2924281984334204,0.2558746736292428,0.5509138381201044,1.6710617928633598,Withdrawn
AAA,2013J,151358,0.23237597911227154,0.23237597911227154,0.5013054830287206,0.20365535248041775,0.23237597911227154,0.06788511749347259,2.313359442993908,Pass
AAA,2013J,155550,0.4595300261096606,0.4595300261096606,0.5013054830287206,0.4830287206266319,0.4595300261096606,0.31070496083550914,1.10970409051349,Pass
AAA,2013J,155854,0.8694516971279374,0.8694516971279374,0.5013054830287206,0.8851174934725848,0.8694516971279374,0.8407310704960835,0.0986945169712794,Pass
AAA,2013J,155984,0.19321148825065274,0.19321148825065274,0.5013054830287206,0.22193211488250653,0.19321148825065274,0.22715404699738903,2.2533072236727594,Withdrawn
AAA,2013J,157568,0.5221932114882507,0.5221932114882507,0.5013054830287206,0.5796344647519582,0.5221932114882507,0.5796344647519582,0.5561792863359443,Pass
AAA,2013J,159954,0.15404699738903394,0.15404699738903394,0.5013054830287206,0.15926892950391644,0.15404699738903394,0.36553524804177545,2.295082680591819,Withdrawn
AAA,2013J,164259,0.587467362924282,0.587467362924282,0.5013054830287206,0.6292428198433421,0.587467362924282,0.42036553524804177,0.4700174064403829,Pass
AAA,2013J,167906,0.5953002610966057,0.5953002610966057,0.5013054830287206,0.5352480417754569,0.5953002610966057,0.6214099216710183,0.3608790252393388,Pass
AAA,2013J,168936,0.4386422976501306,0.4386422976501306,0.5013054830287206,0.4699738903394256,0.4386422976501306,0.2845953002610966,1.2115317667536991,Pass
AAA,2013J,172112,0.6005221932114883,0.6005221932114883,0.5013054830287206,0.5378590078328982,0.6005221932114883,0.5248041775456919,0.4183202785030462,Pass
AAA,2013J,172797,0.39425587467362927,0.39425587467362927,0.5013054830287206,0.36553524804177545,0.39425587467362927,0.5300261096605744,1.2036988685813752,Pass
AAA,2013J,174782,0.8903394255874674,0.8903394255874674,0.5013054830287206,0.8955613577023499,0.8903394255874674,1.0,0.0986945169712794,Pass
AAA,2013J,175392,0.9321148825065274,0.9321148825065274,0.5013054830287206,0.9425587467362925,0.9321148825065274,0.9321148825065274,0.0986945169712794,Pass
AAA,2013J,175932,0.8328981723237598,0.8328981723237598,0.5013054830287206,0.8224543080939948,0.8328981723237598,0.577023498694517,0.12167101827676241,Pass
AAA,2013J,175991,0.10966057441253264,0.10966057441253264,0.5013054830287206,0.08616187989556136,0.10966057441253264,0.020887728459530026,2.8459965187119236,Fail
AAA,2013J,180753,0.25326370757180156,0.25326370757180156,0.5013054830287206,0.25326370757180156,0.25326370757180156,0.9190600522193212,1.6689730200174067,Pass
AAA,2013J,181316,0.1031331592689295,0.1031331592689295,0.5013054830287206,0.11879895561357702,0.1031331592689295,0.02610966057441253,2.8277197563098344,Withdrawn
AAA,2013J,183096,0.2741514360313316,0.2741514360313316,0.5013054830287206,0.2558746736292428,0.2741514360313316,0.6736292428198434,1.6036988685813753,Pass
AAA,2013J,183947,0.20365535248041775,0.20365535248041775,0.5013054830287206,0.19321148825065274,0.20365535248041775,0.3002610966057441,2.177589208006963,Pass
AAA,2013J,184271,0.33159268929503916,0.33159268929503916,0.5013054830287206,0.33159268929503916,0.33159268929503916,0.8276762402088773,1.3556570931244563,Pass
AAA,2013J,185439,0.09530026109660575,0.09530026109660575,0.5013054830287206,0.11096605744125326,0.09530026109660575,0.1409921671018277,2.7441688424717148,Fail
AAA,2013J,186149,0.7310704960835509,0.7310704960835509,0.5013054830287206,0.7467362924281984,0.7310704960835509,0.5744125326370757,0.12428198433420368,Pass
AAA,2013J,187100,0.9973890339425587,0.9973890339425587,0.5013054830287206,0.9973890339425587,0.9973890339425587,0.95822454308094,0.0986945169712794,Distinction
AAA,2013J,188278,0.1031331592689295,0.1031331592689295,0.5013054830287206,0.11879895561357702,0.1031331592689295,0.13054830287206268,2.7232811140121846,Withdrawn
AAA,2013J,189879,0.8433420365535248,0.8433420365535248,0.5013054830287206,0.8668407310704961,0.8433420365535248,0.5639686684073107,0.13472584856396863,Pass
AAA,2013J,192183,0.4751958224543081,0.4751958224543081,0.5013054830287206,0.5274151436031331,0.4751958224543081,0.9112271540469974,0.7290252393385555,Pass
AAA,2013J,195262,0.0835509138381201,0.0835509138381201,0.5013054830287206,0.06527415143603134,0.0835509138381201,0.2898172323759791,2.676283724978242,Withdrawn
AAA,2013J,200860,0.24804177545691905,0.24804177545691905,0.5013054830287206,0.2741514360313316,0.24804177545691905,0.402088772845953,1.861662315056571,Pass
AAA,2013J,202635,0.21671018276762402,0.21671018276762402,0.5013054830287206,0.23759791122715404,0.21671018276762402,0.3263707571801567,2.0679286335944305,Withdrawn
AAA,2013J,205350,0.639686684073107,0.639686684073107,0.5013054830287206,0.6422976501305483,0.639686684073107,0.7336814621409922,0.18337684943429078,Pass
AAA,2013J,205719,0.15926892950391644,0.15926892950391644,0.5013054830287206,0.16971279373368145,0.15926892950391644,0.04960835509138381,2.5848999129677983,Fail
AAA,2013J,227499,0.9608355091383812,0.9608355091383812,0.5013054830287206,0.9634464751958225,0.9608355091383812,0.7676240208877284,0.0986945169712794,Distinction
AAA,2013J,227517,0.39947780678851175,0.39947780678851175,0.5013054830287206,0.39947780678851175,0.39947780678851175,0.370757180156658,1.313359442993908,Fail
AAA,2013J,228082,0.7049608355091384,0.7049608355091384,0.5013054830287206,0.6266318537859008,0.7049608355091384,0.412532637075718,0.3761966927763272,Pass
AAA,2013J,228222,0.3785900783289817,0.3785900783289817,0.5013054830287206,0.3838120104438642,0.3785900783289817,0.3394255874673629,1.4230200174064405,Pass
AAA,2013J,229179,0.4464751958224543,0.4464751958224543,0.5013054830287206,0.4595300261096606,0.4464751958224543,0.2402088772845953,1.2428633594429939,Pass
AAA,2013J,229361,0.7989556135770235,0.7989556135770235,0.5013054830287206,0.8172323759791122,0.7989556135770235,0.587467362924282,0.11122715404699735,Pass
AAA,2013J,231554,0.34464751958224543,0.34464751958224543,0.5013054830287206,0.35509138381201044,0.34464751958224543,0.4725848563968668,1.4204090513489993,Pass
AAA,2013J,235507,0.08093994778067885,0.08093994778067885,0.5013054830287206,0.08877284595300261,0.08093994778067885,0.10704960835509138,2.8433855526544827,Withdrawn
AAA,2013J,236284,0.7441253263707572,0.7441253263707572,0.5013054830287206,0.8407310704960835,0.7441253263707572,0.1122715404699739,0.5864229765013055,Pass
AAA,2013J,238007,0.8668407310704961,0.8668407310704961,0.5013054830287206,0.8590078328981723,0.8668407310704961,0.8302872062663186,0.0986945169712794,Pass
AAA,2013J,240712,0.7023498694516971,0.7023498694516971,0.5013054830287206,0.741514360313316,0.7023498694516971,0.1462140992167102,0.5524804177545692,Pass
AAA,2013J,240884,0.31070496083550914,0.31070496083550914,0.5013054830287206,0.3185378590078329,0.31070496083550914,0.2245430809399478,1.8068320278503047,Pass
AAA,2013J,241649,0.8381201044386423,0.8381201044386423,0.5013054830287206,0.8511749347258486,0.8381201044386423,0.825065274151436,0.0986945169712794,Pass
AAA,2013J,241729,0.3472584856396867,0.3472584856396867,0.5013054830287206,0.31070496083550914,0.3472584856396867,0.8015665796344648,1.3295474325500436,Fail
AAA,2013J,242793,0.8511749347258486,0.8511749347258486,0.5013054830287206,0.7885117493472585,0.8511749347258486,0.46475195822454307,0.2339425587467363,Pass
AAA,2013J,246834,0.2898172323759791,0.2898172323759791,0.5013054830287206,0.2845953002610966,0.2898172323759791,0.4595300261096606,1.6684508268059184,Pass
AAA,2013J,248270,0.835509138381201,0.835509138381201,0.5013054830287206,0.8328981723237598,0.835509138381201,0.7989556135770235,0.0986945169712794,Pass
AAA,2013J,255548,0.5248041775456919,0.5248041775456919,0.5013054830287206,0.6161879895561357,0.5248041775456919,0.7362924281984334,0.49142732811140155,Pass
AAA,2013J,256815,0.804177545691906,0.804177545691906,0.5013054830287206,0.7754569190600522,0.804177545691906,0.556135770234987,0.14255874673629243,Pass
AAA,2013J,258392,0.3342036553524804,0.3342036553524804,0.5013054830287206,0.32114882506527415,0.3342036553524804,0.32114882506527415,1.6371192341166232,Pass
AAA,2013J,258894,0.4360313315926893,0.4360313315926893,0.5013054830287206,0.4308093994778068,0.4360313315926893,0.9347258485639687,0.9431244560487382,Pass
AAA,2013J,260355,0.13577023498694518,0.13577023498694518,0.5013054830287206,0.13054830287206268,0.13577023498694518,0.3524804177545692,2.391688424717146,Withdrawn
AAA,2013J,262011,0.6266318537859008,0.6266318537859008,0.5013054830287206,0.577023498694517,0.6266318537859008,0.34986945169712796,0.5118363794604004,Pass
AAA,2013J,262934,0.7493472584856397,0.7493472584856397,0.5013054830287206,0.7728459530026109,0.7493472584856397,0.7885117493472585,0.0986945169712794,Pass
AAA,2013J,268073,0.7284595300261096,0.7284595300261096,0.5013054830287206,0.7127937336814621,0.7284595300261096,0.7806788511749347,0.10256744995648392,Fail
AAA,2013J,268733,0.06788511749347259,0.06788511749347259,0.5013054830287206,0.07571801566579635,0.06788511749347259,0.09921671018276762,2.9034377719756312,Withdrawn
AAA,2013J,271251,0.7702349869451697,0.7702349869451697,0.5013054830287206,0.7571801566579635,0.7702349869451697,0.814621409921671,0.0986945169712794,Pass
AAA,2013J,277880,0.2297650130548303,0.2297650130548303,0.5013054830287206,0.2506527415143603,0.2297650130548303,0.26109660574412535,2.0809834638816365,Withdrawn
AAA,2013J,279572,0.8746736292428199,0.8746736292428199,0.5013054830287206,0.856396866840731,0.8746736292428199,0.5430809399477807,0.15561357702349865,Distinction
AAA,2013J,281022,0.6762402088772846,0.6762402088772846,0.5013054830287206,0.6762402088772846,0.6762402088772846,0.3289817232375979,0.4101392515230635,Pass
AAA,2013J,281250,0.2845953002610966,0.2845953002610966,0.5013054830287206,0.2819843342036554,0.2845953002610966,0.22193211488250653,1.9243255004351612,Fail
AAA,2013J,281589,0.02610966057441253,0.02610966057441253,0.5013054830287206,0.02610966057441253,0.02610966057441253,0.08093994778067885,3.0966492602262843,Fail
AAA,2013J,282821,0.3368146214099217,0.3368146214099217,0.5013054830287206,0.3524804177545692,0.3368146214099217,0.5169712793733682,1.4021322889469103,Pass
AAA,2013J,286488,0.6631853785900783,0.6631853785900783,0.5013054830287206,0.566579634464752,0.6631853785900783,0.3968668407310705,0.45191470844212356,Pass
AAA,2013J,287548,0.5065274151436031,0.5065274151436031,0.5013054830287206,0.4934725848563969,0.5065274151436031,0.5221932114882507,0.7467798085291559,Pass
AAA,2013J,290201,0.556135770234987,0.556135770234987,0.5013054830287206,0.5639686684073107,0.556135770234987,0.6788511749347258,0.4496518711923413,Pass
AAA,2013J,290757,0.7075718015665796,0.7075718015665796,0.5013054830287206,0.7154046997389034,0.7075718015665796,0.05483028720626632,0.6451261966927763,Pass
AAA,2013J,291334,0.9530026109660574,0.9530026109660574,0.5013054830287206,0.9686684073107049,0.9530026109660574,0.9686684073107049,0.0986945169712794,Distinction
AAA,2013J,293699,0.185378590078329,0.185378590078329,0.5013054830287206,0.1514360313315927,0.185378590078329,0.1566579634464752,2.417798085291558,Pass
AAA,2013J,294570,0.8276762402088773,0.8276762402088773,0.5013054830287206,0.8198433420365535,0.8276762402088773,0.7232375979112271,0.0986945169712794,Pass
AAA,2013J,294594,0.2454308093994778,0.2454308093994778,0.5013054830287206,0.2402088772845953,0.2454308093994778,0.6344647519582245,1.7055265448215842,Pass
AAA,2013J,295741,0.2506527415143603,0.2506527415143603,0.5013054830287206,0.19843342036553524,0.2506527415143603,0.4751958224543081,1.8564403829416887,Fail
AAA,2013J,296332,0.9817232375979112,0.9817232375979112,0.5013054830287206,0.9895561357702349,0.9817232375979112,0.7493472584856397,0.0986945169712794,Distinction
AAA,2013J,298696,0.9295039164490861,0.9295039164490861,0.5013054830287206,0.9086161879895561,0.9295039164490861,0.5274151436031331,0.17127937336814625,Pass
AAA,2013J,300398,0.8224543080939948,0.8224543080939948,0.5013054830287206,0.8485639686684073,0.8224543080939948,0.7728459530026109,0.0986945169712794,Pass
AAA,2013J,302302,0.18276762402088773,0.18276762402088773,0.5013054830287206,0.18276762402088773,0.18276762402088773,0.16449086161879894,2.386466492602263,Fail
AAA,2013J,305152,0.07441253263707572,0.07441253263707572,0.5013054830287206,0.08224543080939947,0.07441253263707572,0.04177545691906005,2.934769364664926,Fail
AAA,2013J,305386,0.8172323759791122,0.8172323759791122,0.5013054830287206,0.8120104438642297,0.8172323759791122,0.4412532637075718,0.2574412532637076,Pass
AAA,2013J,305539,0.02610966057441253,0.02610966057441253,0.5013054830287206,0.02610966057441253,0.02610966057441253,0.1279373368146214,3.0496518711923413,Withdrawn
AAA,2013J,306107,0.2950391644908616,0.2950391644908616,0.5013054830287206,0.31592689295039167,0.2950391644908616,0.660574412532637,1.4809834638816364,Pass
AAA,2013J,306466,0.9503916449086162,0.9503916449086162,0.5013054830287206,0.9347258485639687,0.9503916449086162,0.5378590078328982,0.16083550913838118,Pass
AAA,2013J,306897,0.3838120104438642,0.3838120104438642,0.5013054830287206,0.40992167101827676,0.3838120104438642,0.762402088772846,1.1206701479547434,Pass
AAA,2013J,307061,0.9138381201044387,0.9138381201044387,0.5013054830287206,0.9242819843342036,0.9138381201044387,0.6501305483028721,0.0986945169712794,Pass
AAA,2013J,307866,0.2584856396866841,0.2584856396866841,0.5013054830287206,0.2584856396866841,0.2584856396866841,0.6892950391644909,1.6480852915578765,Pass
AAA,2013J,311917,0.35509138381201044,0.35509138381201044,0.5013054830287206,0.3237597911227154,0.35509138381201044,0.856396866840731,1.292993907745866,Pass
AAA,2013J,312537,0.9947780678851175,0.9947780678851175,0.5013054830287206,0.9947780678851175,0.9947780678851175,0.9295039164490861,0.0986945169712794,Distinction
AAA,2013J,312782,0.3289817232375979,0.3289817232375979,0.5013054830287206,0.391644908616188,0.3289817232375979,0.35509138381201044,1.5483463881636208,Pass
AAA,2013J,318933,0.4699738903394256,0.4699738903394256,0.5013054830287206,0.4751958224543081,0.4699738903394256,0.6814621409921671,0.796910356832028,Pass
AAA,2013J,319047,0.825065274151436,0.825065274151436,0.5013054830287206,0.8433420365535248,0.825065274151436,0.9660574412532638,0.0986945169712794,Pass
AAA,2013J,321942,0.8929503916449086,0.8929503916449086,0.5013054830287206,0.8981723237597912,0.8929503916449086,0.9164490861618799,0.0986945169712794,Pass
AAA,2013J,324002,0.8955613577023499,0.8955613577023499,0.5013054830287206,0.9033942558746736,0.8955613577023499,0.7571801566579635,0.0986945169712794,Pass
AAA,2013J,324084,0.31592689295039167,0.31592689295039167,0.5013054830287206,0.30548302872062666,0.31592689295039167,0.9268929503916449,1.428764142732811,Pass
AAA,2013J,324282,0.43342036553524804,0.43342036553524804,0.5013054830287206,0.34464751958224543,0.43342036553524804,0.23237597911227154,1.4047432550043517,Pass
AAA,2013J,331358,0.1122715404699739,0.1122715404699739,0.5013054830287206,0.13315926892950392,0.1122715404699739,0.27154046997389036,2.540513489991297,Withdrawn
AAA,2013J,332789,0.7180156657963447,0.7180156657963447,0.5013054830287206,0.7075718015665796,0.7180156657963447,0.7075718015665796,0.10778938207136646,Pass
AAA,2013J,333059,0.4151436031331593,0.4151436031331593,0.5013054830287206,0.4621409921671018,0.4151436031331593,0.13577023498694518,1.4386858137510878,Pass
AAA,2013J,333323,0.6945169712793734,0.6945169712793734,0.5013054830287206,0.7101827676240209,0.6945169712793734,0.25326370757180156,0.4519147084421236,Pass
AAA,2013J,334259,0.11488250652741515,0.11488250652741515,0.5013054830287206,0.10704960835509138,0.11488250652741515,0.0731070496083551,2.757223672758921,Fail
AAA,2013J,334333,0.05221932114882506,0.05221932114882506,0.5013054830287206,0.05221932114882506,0.05221932114882506,0.07571801566579635,2.9974325500435164,Withdrawn
AAA,2013J,335764,0.3394255874673629,0.3394255874673629,0.5013054830287206,0.43342036553524804,0.3394255874673629,0.4830287206266319,1.3473020017406443,Withdrawn
AAA,2013J,336207,0.49869451697127937,0.49869451697127937,0.5013054830287206,0.5169712793733682,0.49869451697127937,0.6684073107049608,0.6689730200174067,Pass
AAA,2013J,339972,0.20887728459530025,0.20887728459530025,0.5013054830287206,0.206266318537859,0.20887728459530025,0.24804177545691905,2.201087902523934,Pass
AAA,2013J,341872,0.4281984334203655,0.4281984334203655,0.5013054830287206,0.42036553524804177,0.4281984334203655,0.2689295039164491,1.3081375108790254,Fail
AAA,2013J,342007,0.09921671018276762,0.09921671018276762,0.5013054830287206,0.11488250652741515,0.09921671018276762,0.18798955613577023,2.681505657093125,Withdrawn
AAA,2013J,342514,0.8198433420365535,0.8198433420365535,0.5013054830287206,0.783289817232376,0.8198433420365535,0.6657963446475196,0.0986945169712794,Pass
AAA,2013J,342972,0.38903394255874674,0.38903394255874674,0.5013054830287206,0.3342036553524804,0.38903394255874674,0.6553524804177546,1.1807223672758922,Pass
AAA,2013J,343446,0.8720626631853786,0.8720626631853786,0.5013054830287206,0.825065274151436,0.8720626631853786,0.8668407310704961,0.0986945169712794,Pass
AAA,2013J,344282,0.206266318537859,0.206266318537859,0.5013054830287206,0.195822454308094,0.206266318537859,0.2924281984334204,2.174978241949521,Fail
AAA,2013J,345068,0.8642297650130548,0.8642297650130548,0.5013054830287206,0.804177545691906,0.8642297650130548,0.24281984334203655,0.45587467362924283,Pass
AAA,2013J,345357,0.9373368146214099,0.9373368146214099,0.5013054830287206,0.8929503916449086,0.9373368146214099,0.8903394255874674,0.0986945169712794,Distinction
AAA,2013J,346025,0.9451697127937336,0.9451697127937336,0.5013054830287206,0.9373368146214099,0.9451697127937336,0.5691906005221932,0.1295039164490862,Pass
AAA,2013J,346843,0.02610966057441253,0.02610966057441253,0.5013054830287206,0.02610966057441253,0.02610966057441253,0.15926892950391644,3.0183202785030465,Fail
AAA,2013J,350188,0.6684073107049608,0.6684073107049608,0.5013054830287206,0.6945169712793734,0.6684073107049608,0.5587467362924282,0.16209747606614444,Pass
AAA,2013J,354858,0.02610966057441253,0.02610966057441253,0.5013054830287206,0.02610966057441253,0.02610966057441253,0.06266318537859007,3.1149260226283726,Withdrawn
AAA,2013J,357668,0.17493472584856398,0.17493472584856398,0.5013054830287206,0.17232375979112272,0.17493472584856398,0.07049608355091384,2.5144038294168842,Fail
AAA,2013J,364177,0.3185378590078329,0.3185378590078329,0.5013054830287206,0.3681462140992167,0.3185378590078329,0.4464751958224543,1.511792863359443,Fail
AAA,2013J,365244,0.29765013054830286,0.29765013054830286,0.5013054830287206,0.29765013054830286,0.29765013054830286,0.4621409921671018,1.6292863359442995,Pass
AAA,2013J,365642,0.5796344647519582,0.5796344647519582,0.5013054830287206,0.5483028720626631,0.5796344647519582,0.8772845953002611,0.39482158398607503,Pass
AAA,2013J,366483,0.7754569190600522,0.7754569190600522,0.5013054830287206,0.7806788511749347,0.7754569190600522,0.8067885117493473,0.0986945169712794,Pass
AAA,2013J,368194,0.22715404699738903,0.22715404699738903,0.5013054830287206,0.21409921671018275,0.22715404699738903,0.3342036553524804,2.052262837249782,Pass
AAA,2013J,368824,0.27676240208877284,0.27676240208877284,0.5013054830287206,0.2898172323759791,0.27676240208877284,0.28720626631853785,1.8747171453437774,Fail
